pass tile     nadir-lat-start(deg)     nadir-lon-start(deg)     nadir-hdg-start(deg) //Nom_orbit
0002 0101    30.822710560000004421   162.008330319999998892   169.010323419999991756
0002 0102    30.255910760000002568   162.134934939999993730   169.117095910000017511
0002 0103    29.688861239999997821   162.259616899999997486   169.221110699999996996
0002 0104    29.121569570000001903   162.382440209999998615   169.322421359999992774
0002 0105    28.554043060000001475   162.503466809999991938   169.421079289999966022
0002 0106    27.986288819999998623   162.622756669999972701   169.517133840000013834
0002 0107    27.418313780000001856   162.740367889999987483   169.610632350000003044
0002 0108    26.850124640000000653   162.856356769999990775   169.701620240000011108
0002 0109    26.281728019999999191   162.970777889999993704   169.790141099999999597
0002 0110    25.713130220000003590   163.083684229999988702   169.876236790000035626
0002 0111    25.144337499999995345   163.195127170000006345   169.959947440000007646
0002 0112    24.575355929999997073   163.305156640000006973   170.041311589999963871
0002 0113    24.006191409999999564   163.413821119999994380   170.120366189999998596
0002 0114    23.436849710000004166   163.521167749999989383   170.197146720000006326
0002 0115    22.867336500000000399   163.627242370000033134   170.271687210000038704
0002 0116    22.297657309999998176   163.732089580000007345   170.344020279999995182
0002 0117    21.727817500000000450   163.835752820000010388   170.414177239999986568
0002 0118    21.157822380000002482   163.938274369999987812   170.482188089999993963
0002 0119    20.587677129999999437   164.039695459999990135   170.548081599999989066
0002 0120    20.017386810000001418   164.140056289999989758   170.611885330000035310
0002 0121    19.446956409999998527   164.239396069999997962   170.673625690000022814
0002 0122    18.876390810000000187   164.337753090000006750   170.733327970000004825
0002 0123    18.305694809999998540   164.435164729999996780   170.791016359999986207
0002 0124    17.734873109999995222   164.531667550000037181   170.846714039999994839
0002 0125    17.163930339999996733   164.627297270000013896   170.900443139999964615
0002 0126    16.592871070000001055   164.722088860000013710   170.952224819999969441
0002 0127    16.021699770000001450   164.816076540000011619   171.002079309999999168
0002 0128    15.450420870000000306   164.909293850000040038   171.050025900000008505
0002 0129    14.879038700000002393   165.001773649999989857   171.096082970000026080
0002 0130    14.307557570000000169   165.093548169999991160   171.140268069999990530
0002 0131    13.735981699999999961   165.184649059999998144   171.182597850000007611
0002 0132    13.164315269999999458   165.275107370000000628   171.223088200000006509
0002 0133    12.592562409999999318   165.364953630000030671   171.261754150000001573
0002 0134    12.020727190000000562   165.454217870000007906   171.298609999999996489
0002 0135    11.448813639999997349   165.542929609999987406   171.333669250000014017
0002 0136    10.876825769999999949   165.631117950000003702   171.366944680000017343
0002 0137    10.304767489999999697   165.718811530000010634   171.398448339999958989
0002 0138     9.732642739999999293   165.806038610000001654   171.428191550000008192
0002 0139     9.160455369999999320   165.892827049999965539   171.456184970000009571
0002 0140     8.588209230000000360   165.979204390000006697   171.482438540000003968
0002 0141     8.015908140000000515   166.065197799999964445   171.506961560000007694
0002 0142     7.443555879999999014   166.150834169999995993   171.529762669999996660
0002 0143     6.871156189999999775   166.236140110000008008   171.550849849999991648
0002 0144     6.298712789999999728   166.321141949999997678   171.570230460000004769
0002 0145     5.726229430000000065   166.405865790000007109   171.587911229999974694
0002 0146     5.153709749999999978   166.490337509999989152   171.603898259999994025
0002 0147     4.581157439999999248   166.574582779999985860   171.618197069999979476
0002 0148     4.008576159999999611   166.658627130000013494   171.630812550000001693
0002 0149     3.435969549999999817   166.742495880000006991   171.641749010000012277
0002 0150     2.863341199999999809   166.826214270000008355   171.651010159999998450
0002 0151     2.290694750000000113   166.909807379999989507   171.658599140000006855
0002 0152     1.718033829999999762   166.993300210000001016   171.664518500000014001
0002 0153     1.145361979999999891   167.076717680000001565   171.668770200000011528
0002 0154     0.572682849999999966   167.160084659999995438   171.671355640000001586
0002 0155    -0.000000010000000000   167.243425980000012032   171.672275630000001456
0002 0156    -0.572682979999999953   167.326766430000020591   171.671530439999997952
0002 0157    -1.145362510000000000   167.410130830000014157   171.669119740000013508
0002 0158    -1.718034980000000100   167.493544000000014194   171.665042620000008355
0002 0159    -2.290696800000000088   167.577030799999988631   171.659297619999989593
0002 0160    -2.863344380000000022   167.660616159999989350   171.651882690000007869
0002 0161    -3.435974120000000021   167.744325089999989586   171.642795199999994793
0002 0162    -4.008582399999999879   167.828182669999989685   171.632031960000006166
0002 0163    -4.581165580000001292   167.912214119999958939   171.619589170000011791
0002 0164    -5.153720070000000320   167.996444789999998193   171.605462450000004537
0002 0165    -5.726242140000000980   168.080900179999986221   171.589646830000020827
0002 0166    -6.298728200000000221   168.165605999999996811   171.572136709999966797
0002 0167    -6.871174520000000285   168.250588109999995368   171.552925929999986465
0002 0168    -7.443577399999999678   168.335872609999995575   171.532007679999964012
0002 0169    -8.015933090000000760   168.421485850000010487   171.509374519999965969
0002 0170    -8.588237890000000263   168.507454429999995682   171.485018400000001293
0002 0171    -9.160488000000000852   168.593805250000002616   171.458930610000010120
0002 0172    -9.732679580000000996   168.680565480000012712   171.431101790000013807
0002 0173   -10.304808799999998215   168.767762669999967784   171.401521900000005871
0002 0174   -10.876871819999999857   168.855424679999998716   171.370180229999988342
0002 0175   -11.448864699999999672   168.943579770000042117   171.337065370000004805
0002 0176   -12.020783489999999460   169.032256609999990360   171.302165219999977808
0002 0177   -12.592624239999999247   169.121484269999996286   171.265466909999986456
0002 0178   -13.164382879999999787   169.211292310000004591   171.226956879999988814
0002 0179   -13.736055359999999936   169.301710740000004307   171.186620779999998376
0002 0180   -14.307637520000000109   169.392770100000007005   171.144443469999998797
0002 0181   -14.879125229999999647   169.484501470000026302   171.100409030000008670
0002 0182   -15.450514220000000520   169.576936479999972107   171.054500719999964531
0002 0183   -16.021800240000001025   169.670107380000018793   171.006700940000001765
0002 0184   -16.592978909999999360   169.764047049999987848   170.956991230000028281
0002 0185   -17.164045829999999171   169.858789010000009512   170.905352219999997487
0002 0186   -17.734996479999995955   169.954367499999989377   170.851763659999988931
0002 0187   -18.305826369999994796   170.050817510000001676   170.796204289999991488
0002 0188   -18.876530819999999267   170.148174759999960770   170.738651930000003176
0002 0189   -19.447105130000000628   170.246475820000028989   170.679083340000005364
0002 0190   -20.017544510000000457   170.345758079999995971   170.617474249999986569
0002 0191   -20.587844090000000818   170.446059840000003760   170.553799330000003920
0002 0192   -21.157998859999999297   170.547420319999986305   170.488032099999998081
0002 0193   -21.728003770000000827   170.649879730000037625   170.420144949999979644
0002 0194   -22.297853670000002069   170.753479319999996733   170.350109029999998711
0002 0195   -22.867543220000001725   170.858261370000008128   170.277894300000014027
0002 0196   -23.437067030000001466   170.964269340000015518   170.203469409999996742
0002 0197   -24.006419619999999071   171.071547839999993812   170.126801639999996496
0002 0198   -24.575595320000001465   171.180142730000000029   170.047856929999994691
0002 0199   -25.144588339999998539   171.290101149999998142   169.966599750000000313
0002 0200   -25.713392779999999505   171.401471609999987322   169.882993090000013581
0002 0201   -26.282002580000000336   171.514304040000013174   169.796998360000003458
0002 0202   -26.850411510000000703   171.628649850000016386   169.708575370000005478
0002 0203   -27.418613170000000423   171.744562010000009877   169.617682220000006055
0002 0204   -27.986601069999998970   171.862095140000008087   169.524275269999975535
0002 0205   -28.554368410000002143   171.981305560000009791   169.428309039999987817
0002 0206   -29.121908309999994913   172.102251370000004727   169.329736139999994293
0002 0207   -29.689213649999992128   172.224992560000004005   169.228507199999995692
0002 0208   -30.256277119999996472   172.349591110000005756   169.124570739999995794
0002 0209   -30.823091110000007120   172.476111010000010992   169.017873159999993504
0002 0210   -31.389647930000002418   172.604618490000007114   168.908358539999994719
0002 0211   -31.955939519999997600   172.735181979999993018   168.795968630000004396
0002 0212   -32.521957600000000355   172.867872329999983094   168.680642680000005384
0002 0213   -33.087693610000002309   173.002762880000005907   168.562317369999988159
0002 0214   -33.653138780000006136   173.139929590000008375   168.440926649999994424
0002 0215   -34.218283929999998350   173.279451160000007803   168.316401640000009365
0002 0216   -34.783119630000001621   173.421409210000007306   168.188670479999984764
0002 0217   -35.347636129999997934   173.565888370000010354   168.057658209999971177
0002 0218   -35.911823270000006403   173.712976459999993040   167.923286589999975149
0002 0219   -36.475670559999997522   173.862764660000010508   167.785473950000039167
0002 0220   -37.039167119999994782   174.015347679999990760   167.644135030000001052
0002 0221   -37.602301679999996509   174.170823929999983193   167.499180800000004865
0002 0222   -38.165062460000001465   174.329295699999988756   167.350518260000001192
0002 0223   -38.727437309999999115   174.490869419999995671   167.198050219999998944
0002 0224   -39.289413539999998193   174.655655789999997296   167.041675150000003214
0002 0225   -39.850977950000000760   174.823770109999998112   166.881286890000012590
0002 0226   -40.412116819999994277   174.995332429999990609   166.716774409999999307
0002 0227   -40.972815889999999683   175.170467900000005557   166.548021589999990510
0002 0228   -41.533060200000001316   175.349306930000039983   166.374906939999988253
0002 0229   -42.092834189999997818   175.531985600000012937   166.197303300000015724
0002 0230   -42.652121680000007586   175.718645909999992227   166.015077490000010130
0002 0231   -43.210905689999997037   175.909436090000014019   165.828090059999965433
0002 0232   -43.769168520000000910   176.104511029999997618   165.636194910000000391
0002 0233   -44.326891619999997829   176.304032549999988078   165.439238880000004883
0002 0234   -44.884055659999994248   176.508169900000012831   165.237061399999987543
0002 0235   -45.440640279999989559   176.717100100000010343   165.029494050000010930
0002 0236   -45.996624250000003542   176.931008460000015248   164.816360120000013012
0002 0237   -46.551985289999997519   177.150089019999995799   164.597474070000004076
0002 0238   -47.106700009999997292   177.374545090000026448   164.372641119999997272
0002 0239   -47.660743830000001253   177.604589790000005678   164.141656600000004573
0002 0240   -48.214090970000000880   177.840446609999986549   163.904305450000009614
0002 0241   -48.766714350000000877   178.082350149999996347   163.660361469999998008
0002 0242   -49.318585400000003460   178.330546609999970542   163.409586819999987028
0002 0243   -49.869674119999999107   178.585294699999991508   163.151731140000009646
0002 0244   -50.419948929999996778   178.846866280000000415   162.886530840000006037
0002 0245   -50.969376470000000268   179.115547240000012152   162.613708349999996017
0002 0246   -51.517921559999997783   179.391638339999985874   162.332971120000024712
0002 0247   -52.065547139999999615   179.675456260000004249   162.044010729999996556
0002 0248   -52.612214010000002418   179.967334479999976793   161.746501880000010942
0002 0249   -53.157880730000002245  -179.732375560000008363   161.440101300000009132
0002 0250   -53.702503489999998010  -179.423303279999998949   161.124446589999990920
0002 0251   -54.246035920000004182  -179.105057749999957650   160.799154939999993985
0002 0252   -54.788428860000003340  -178.777226350000006505   160.463821830000028967
0002 0253   -55.329630259999994735  -178.439373259999996435   160.118019559999964940
0002 0254   -55.869584840000001691  -178.091038029999992887   159.761295740000008436
0002 0255   -56.408233930000001521  -177.731733839999975544   159.393171580000000631
0002 0256   -56.945515219999997214  -177.360945719999989478   159.013140190000001439
0002 0257   -57.481362429999997232  -176.978128709999992907   158.620664610000005723
0002 0258   -58.015705059999994830  -176.582705720000006977   158.215175770000030298
0002 0259   -58.548467969999997251  -176.174065450000000510   157.796070350000007920
0002 0260   -59.079571139999998763  -175.751559969999988198   157.362708410000010417
0002 0261   -59.608929209999999443  -175.314502190000013115   156.914410809999992580
0002 0262   -60.136451020000002643  -174.862163250000008929   156.450456669999994119
0002 0263   -60.662039210000003209  -174.393769620000000486   155.970080359999997199
0002 0264   -61.185589729999989572  -173.908499950000020817   155.472468490000011343
0002 0265   -61.706991150000000346  -173.405481960000003028   154.956756700000028104
0002 0266   -62.226124239999990095  -172.883788890000005267   154.422026119999998173
0002 0267   -62.742861179999998456  -172.342435770000008688   153.867299690000038481
0002 0268   -63.257064890000002322  -171.780375679999991689   153.291538370000012037
0002 0269   -63.768588170000001014  -171.196495610000027909   152.693637039999998706
0002 0270   -64.277273009999987607  -170.589612060000007432   152.072420059999984687
0002 0271   -64.782949479999999198  -169.958466759999993201   151.426637040000002798
0002 0272   -65.285434780000002775  -169.301721969999988460   150.754958090000002358
0002 0273   -65.784532150000003980  -168.617955699999981789   150.055969060000023774
0002 0274   -66.280029680000012604  -167.905656940000028499   149.328166799999962677
0002 0275   -66.771698839999999109  -167.163220980000005511   148.569954419999959327
0002 0276   -67.259293249999998920  -166.388944490000000087   147.779636439999961794
0002 0277   -67.742547070000000531  -165.581021099999986745   146.955414300000001049
0002 0278   -68.221173260000000482  -164.737537360000004583   146.095382379999989553
0002 0279   -68.694861880000004817  -163.856469010000012076   145.197524219999991146
0002 0280   -69.163278089999991494  -162.935678309999985913   144.259709920000034344
0002 0281   -69.626060199999997735  -161.972912259999986873   143.279694269999993139
0002 0282   -70.082817380000008711  -160.965802559999957566   142.255116780000008703
0002 0283   -70.533127449999980740  -159.911867220000033285   141.183503250000001117
0002 0284   -70.976534490000005917  -158.808514840000015056   140.062270089999998390
0002 0285   -71.412546359999993228  -157.653052059999993162   138.888731710000001840
0002 0286   -71.840632229999997094  -156.442694789999990235   137.660111830000005284
0002 0287   -72.260220200000006230  -155.174584250000009433   136.373559459999995624
0002 0288   -72.670694760000017709  -153.845809260000009999   135.026171190000013667
0002 0289   -73.071394819999980541  -152.453434649999991279   133.615019640000042500
0002 0290   -73.461611640000000989  -150.994538739999995869   132.137190919999966354
0002 0291   -73.840587519999999699  -149.466259450000023890   130.589830710000001091
0002 0292   -74.207514870000011342  -147.865851780000014060   128.970201800000012327
0002 0293   -74.561536230000001524  -146.190756270000008499   127.275752500000010059
0002 0294   -74.901745360000006713  -144.438680229999988569   125.504197890000000370
0002 0295   -75.227189460000005283  -142.607692060000005085   123.653614150000009886
0002 0296   -75.536873290000002612  -140.696327099999990651   121.722544369999965852
0002 0297   -75.829764919999988138  -138.703704840000000331   119.710115849999993998
0002 0298   -76.104803799999999114  -136.629654210000012426   117.616165240000015046
0002 0299   -76.360911090000001877  -134.474842580000000680   115.441367699999986485
0002 0300   -76.597002689999996505  -132.240902199999993627   113.187363259999983711
0002 0301   -76.812004700000002799  -129.930547219999994013   110.856873800000002461
0002 0302   -77.004871259999987387  -127.547671570000005659   108.453801049999995598
0002 0303   -77.174604639999998312  -125.097416299999991907   105.983293799999998441
0002 0304   -77.320276579999998035  -122.586198389999964320   103.451776809999998363
0002 0305   -77.441050439999983723  -120.021689729999991414   100.866929709999993747
0002 0306   -77.536202979999998774  -117.412739450000003671    98.237609419999998295
0002 0307   -77.605144559999999387  -114.769238050000012663    95.573714190000004010
0002 0308   -77.647436619999993468  -112.101923819999967691    92.885990079999999125
