pass tile     nadir-lat-start(deg)     nadir-lon-start(deg)     nadir-hdg-start(deg) //Cal_orbit
0002 0102    30.253667679999999507  -175.511628349999966758   169.093423589999957812
0002 0103    29.686662659999999647  -175.386681419999973741   169.197270200000019713
0002 0104    29.119415369999998688  -175.263592510000023594   169.298415959999999814
0002 0105    28.551933149999999983  -175.142299710000003188   169.396912250000013955
0002 0106    27.984223099999997686  -175.022743069999989984   169.492808400000001257
0002 0107    27.416292160000001132  -174.904864519999989625   169.586151739999991150
0002 0108    26.848147040000000629  -174.788607780000006642   169.676987700000012182
0002 0109    26.279794290000001666  -174.673918280000009418   169.765359869999997500
0002 0110    25.711240300000000047  -174.560743080000008831   169.851310070000010910
0002 0111    25.142491280000001552  -174.449030809999982239   169.934878450000013572
0002 0112    24.573553310000001204  -174.338731560000013587   170.016103539999988925
0002 0113    24.004432300000001277  -174.229796870000001263   170.095022290000031262
0002 0114    23.435134029999996841  -174.122179619999997158   170.171670169999998734
0002 0115    22.865664130000002530  -174.015833969999960118   170.246081200000020317
0002 0116    22.296028150000001489  -173.910715360000011742   170.318288010000003396
0002 0117    21.726231429999998568  -173.806780360000004748   170.388321899999994002
0002 0118    21.156279349999998374  -173.703986689999993587   170.456212870000001658
0002 0119    20.586177039999999039  -173.602293159999987893   170.521989689999969642
0002 0120    20.015929549999999182  -173.501659560000007332   170.585679930000026161
0002 0121    19.445541909999995767  -173.402046700000028068   170.647309970000009116
0002 0122    18.875018969999999285  -173.303416320000025053   170.706905120000016041
0002 0123    18.304365519999997503  -173.205731020000001763   170.764489580000002888
0002 0124    17.733586299999995362  -173.108954290000042420   170.820086489999994228
0002 0125    17.162685939999999363  -173.013050399999997353   170.873718020000012530
0002 0126    16.591668970000000627  -172.917984389999986661   170.925405320000038500
0002 0127    16.020539930000001760  -172.823722059999994372   170.975168599999989283
0002 0128    15.449303170000000307  -172.730229869999988068   171.023027159999998048
0002 0129    14.877963089999999724  -172.637474989999986974   171.068999400000024025
0002 0130    14.306523959999999818  -172.545425179999995180   171.113102840000038896
0002 0131    13.734990019999999689  -172.454048809999989089   171.155354170000009617
0002 0132    13.163365460000001406  -172.363314839999986816   171.195769229999996242
0002 0133    12.591654399999999470  -172.273192730000005213   171.234363099999995939
0002 0134    12.019860910000002008  -172.183652489999957425   171.271150040000009085
0002 0135    11.447989030000000454  -172.094664590000007820   171.306143579999996973
0002 0136    10.876042749999999870  -172.006199940000016113   171.339356479999963767
0002 0137    10.304026040000000108  -171.918229919999959066   171.370800800000012032
0002 0138     9.731942780000000681  -171.830726270000013756   171.400487870000006296
0002 0139     9.159796849999999324  -171.743661120000012943   171.428428330000002688
0002 0140     8.587592139999998153  -171.657006980000005569   171.454632140000001073
0002 0141     8.015332389999997531  -171.570736640000006901   171.479108600000017759
0002 0142     7.443021429999999938  -171.484823250000005146   171.501866339999992306
0002 0143     6.870663010000000348  -171.399240200000008372   171.522913339999973914
0002 0144     6.298260839999999305  -171.313961159999962547   171.542256970000011052
0002 0145     5.725818679999999716  -171.228960059999991472   171.559903939999998101
0002 0146     5.153340169999999887  -171.144211000000012746   171.575860390000030975
0002 0147     4.580828989999999656  -171.059688310000012734   171.590131810000002588
0002 0148     4.008288819999999752  -170.975366510000014841   171.602723090000012007
0002 0149     3.435723280000000379  -170.891220239999995556   171.613638560000026700
0002 0150     2.863136019999999782  -170.807224300000029871   171.622881919999997535
0002 0151     2.290530640000000062  -170.723353599999995822   171.630456309999999576
0002 0152     1.717910730000000052  -170.639583149999992884   171.636364270000029819
0002 0153     1.145279949999999936  -170.555888039999985040   171.640607770000002574
0002 0154     0.572641839999999958  -170.472243410000004360   171.643188220000013189
0002 0155    -0.000000010000000000  -170.388624429999993026   171.644106419999985746
0002 0156    -0.572641960000000005  -170.305006310000010217   171.643362639999992325
0002 0157    -1.145280459999999945  -170.221364249999993490   171.640956539999990582
0002 0158    -1.717911900000000047  -170.137673430000006647   171.636887230000013460
0002 0159    -2.290532670000000603  -170.053909000000004426   171.631153240000003279
0002 0160    -2.863139219999999874  -169.970046020000040699   171.623752520000010691
0002 0161    -3.435727879999999956  -169.886059530000011364   171.614682450000003655
0002 0162    -4.008295069999999960  -169.801924409999998034   171.603939819999965266
0002 0163    -4.580837149999999802  -169.717615469999969946   171.591520849999994880
0002 0164    -5.153350480000001177  -169.633107349999988855   171.577421140000012656
0002 0165    -5.725831409999999622  -169.548374569999992900   171.561635719999998173
0002 0166    -6.298276259999999738  -169.463391450000017358   171.544159019999995053
0002 0167    -6.870681349999999910  -169.378132099999987759   171.524984850000009828
0002 0168    -7.443042959999998764  -169.292570430000012038   171.504106400000011945
0002 0169    -8.015357370000002035  -169.206680110000007744   171.481516249999970114
0002 0170    -8.587620819999999711  -169.120434549999998808   171.457206320000011601
0002 0171    -9.159829510000001562  -169.033806859999998551   171.431167929999986654
0002 0172    -9.731979640000000487  -168.946769859999989194   171.403391690000006520
0002 0173   -10.304067379999999332  -168.859296019999987948   171.373867579999995314
0002 0174   -10.876088850000000363  -168.771357490000013968   171.342584890000011910
0002 0175   -11.448040119999999931  -168.682926009999988537   171.309532209999986208
0002 0176   -12.019917270000000542  -168.593972930000006727   171.274697409999987485
0002 0177   -12.591716269999997380  -168.504469169999964606   171.238067669999992404
0002 0178   -13.163433120000000542  -168.414385199999998122   171.199629380000004630
0002 0179   -13.735063739999999299  -168.323691010000004553   171.159368209999996679
0002 0180   -14.306603969999999393  -168.232356070000008685   171.117269030000016983
0002 0181   -14.878049680000000166  -168.140349299999996902   171.073315909999990936
0002 0182   -15.449396610000000862  -168.047639099999997825   171.027492109999968761
0002 0183   -16.020640459999999194  -167.954193209999999681   170.979780019999992646
0002 0184   -16.591776910000000100  -167.859978780000005827   170.930161190000006854
0002 0185   -17.162801500000000487  -167.764962279999991779   170.878616260000029570
0002 0186   -17.733709770000000816  -167.669109490000010965   170.825124950000002855
0002 0187   -18.304497170000001205  -167.572385440000005019   170.769666040000004159
0002 0188   -18.875159050000000605  -167.474754399999966381   170.712217309999999770
0002 0189   -19.445690729999999036  -167.376179839999991827   170.652755549999994855
0002 0190   -20.016087360000000217  -167.276624370000035924   170.591256479999998419
0002 0191   -20.586344079999996382  -167.176049699999992981   170.527694770000010749
0002 0192   -21.156455950000001565  -167.074416619999993827   170.462043950000037285
0002 0193   -21.726417839999999870  -166.971684939999988728   170.394276389999987487
0002 0194   -22.296224599999998617  -166.867813439999991942   170.324363269999992099
0002 0195   -22.865870950000001471  -166.762759820000013633   170.252274530000022423
0002 0196   -23.435351470000004070  -166.656480659999999716   170.177978830000000698
0002 0197   -24.004660650000001709  -166.548931369999962726   170.101443460000012919
0002 0198   -24.573792839999999416  -166.440066099999995686   170.022634360000012066
0002 0199   -25.142742250000001292  -166.329837730000008378   169.941516000000007125
0002 0200   -25.711502999999996888  -166.218197750000030055   169.858051369999998315
0002 0201   -26.280068979999995804  -166.105096290000005865   169.772201889999990954
0002 0202   -26.848434019999995570  -165.990481909999999743   169.683927380000028506
0002 0203   -27.416591700000001453  -165.874301690000010012   169.593185940000012124
0002 0204   -27.984535460000000029  -165.756501039999989189   169.499933940000005350
0002 0205   -28.552258630000000750  -165.637023650000003272   169.404125899999996818
0002 0206   -29.119754230000001627  -165.515811439999993127   169.305714450000039051
0002 0207   -29.687015189999993225  -165.392804449999999861   169.204650220000019090
0002 0208   -30.254034159999996234  -165.267940729999992300   169.100881750000013426
0002 0209   -30.820803579999996202  -165.141156300000005785   168.994355439999992541
0002 0210   -31.387315720000000141  -165.012384980000007317   168.885015379999998686
0002 0211   -31.953562549999997344  -164.881558360000042285   168.772803350000003775
0002 0212   -32.519535759999996571  -164.748605629999985922   168.657658599999990656
0002 0213   -33.085226859999998794  -164.613453469999996059   168.539517819999957737
0002 0214   -33.650626989999999239  -164.476025969999994913   168.418314989999998943
0002 0215   -34.215727029999996489  -164.336244440000029954   168.293981250000001637
0002 0216   -34.780517549999991900  -164.194027320000003556   168.166444750000010799
0002 0217   -35.344988769999993394  -164.049290030000008755   168.035630559999958678
0002 0218   -35.909130570000002081  -163.901944750000012618   167.901460450000001856
0002 0219   -36.472932479999997213  -163.751900379999995039   167.763852780000036091
0002 0220   -37.036383569999998144  -163.599062239999994972   167.622722330000016200
0002 0221   -37.599472609999999406  -163.443331989999990128   167.477980079999980489
0002 0222   -38.162187819999999761  -163.284607359999995424   167.329533069999968120
0002 0223   -38.724517030000001228  -163.122782010000008768   167.177284169999978758
0002 0224   -39.286447610000003294  -162.957745250000016313   167.021131840000009561
0002 0225   -39.847966309999989676  -162.789381880000007641   166.860969979999993029
0002 0226   -40.409059469999995429  -162.617571889999993573   166.696687609999997903
0002 0227   -40.969712780000001828  -162.442190229999994244   166.528168660000005730
0002 0228   -41.529911309999995694  -162.263106520000008004   166.355291670000013937
0002 0229   -42.089639560000001950  -162.080184760000008737   166.177929530000000113
0002 0230   -42.648881279999997673  -161.893283059999987472   165.995949140000021771
0002 0231   -43.207619530000002328  -161.702253230000025042   165.809211110000006784
0002 0232   -43.765836640000003399  -161.506940510000021050   165.617569379999991952
0002 0233   -44.323514060000000825  -161.307183140000006460   165.420870890000003328
0002 0234   -44.880632439999999406  -161.102812000000000126   165.218955130000011877
0002 0235   -45.437171489999997220  -160.893650140000005422   165.011653770000009445
0002 0236   -45.993109959999998182  -160.679512380000005578   164.798790160000010019
0002 0237   -46.548425590000000795  -160.460204790000005914   164.580178899999992836
0002 0238   -47.103094979999994507  -160.235524199999986195   164.355625279999998156
0002 0239   -47.657093590000009442  -160.005257620000037377   164.124924770000006902
0002 0240   -48.210395689999998581  -159.769181659999986778   163.887862360000013950
0002 0241   -48.762974139999997192  -159.527061940000010054   163.644212060000000974
0002 0242   -49.314800489999996103  -159.278652339999979404   163.393736090000032846
0002 0243   -49.865844699999996692  -159.023694379999994908   163.136184279999980618
0002 0244   -50.416075179999999989  -158.761916369999994458   162.871293199999996659
0002 0245   -50.965458669999996744  -158.493032590000012760   162.598785410000004958
0002 0246   -51.513959980000009864  -158.216742490000001453   162.318368560000038769
0002 0247   -52.061542090000003213  -157.932729620000003479   162.029734420000011141
0002 0248   -52.608165800000001866  -157.640660730000007561   161.732557899999989104
0002 0249   -53.153789719999998908  -157.340184630000010202   161.426495979999970132
0002 0250   -53.698370099999998217  -157.030930990000001657   161.111186440000011544
0002 0251   -54.241860580000000880  -156.712509180000012066   160.786246760000011591
0002 0252   -54.784212029999999061  -156.384506880000003548   160.451272710000012012
0002 0253   -55.325372479999998632  -156.046488589999967189   160.105836850000002869
0002 0254   -55.865286679999996977  -155.697994200000010778   159.749487130000005664
0002 0255   -56.403896000000003141  -155.338537269999989121   159.381745130000012978
0002 0256   -56.941138189999996655  -154.967603239999988318   159.002104290000005449
0002 0257   -57.476947020000004329  -154.584647549999999683   158.610028069999998479
0002 0258   -58.011252059999996789  -154.189093589999998812   158.204947820000001002
0002 0259   -58.543978260000010039  -153.780330540000022665   157.786260689999977558
0002 0260   -59.075045630000005303  -153.357710989999986850   157.353327219999982844
0002 0261   -59.604368930000006799  -152.920548410000009198   156.905468829999989566
0002 0262   -60.131857040000006975  -152.468114589999998998   156.441965210000006437
0002 0263   -60.657412739999998053  -151.999636570000035363   155.962051330000008420
0002 0264   -61.180932050000009781  -151.514293759999986833   155.464914490000012393
0002 0265   -61.702303679999999986  -151.011214599999988195   154.949691029999996772
0002 0266   -62.221408470000000079  -150.489473120000013751   154.415462840000003553
0002 0267   -62.738118759999991880  -149.948085240000011709   153.861253740000023527
0002 0268   -63.252297579999996913  -149.386004960000008168   153.286025560000041423
0002 0269   -63.763797940000003450  -148.802120199999990291   152.688674079999998412
0002 0270   -64.272461930000005736  -148.195248579999997673   152.068024759999985918
0002 0271   -64.778119819999986362  -147.564132949999986977   151.422828290000012430
0002 0272   -65.280589030000001571  -146.907436719999992647   150.751755889999998317
0002 0273   -65.779672999999988292  -146.223739219999998795   150.053394739999987451
0002 0274   -66.275160009999993349  -145.511530829999998105   149.326243009999984679
0002 0275   -66.766821809999996162  -144.769208270000007133   148.568705240000014101
0002 0276   -67.254412329999993858  -143.995069709999995666   147.779087379999992891
0002 0277   -67.737665989999996441  -143.187310429999996586   146.955592529999989893
0002 0278   -68.216296070000012719  -142.344018690000041261   146.096316709999996419
0002 0279   -68.689992989999993256  -141.463171950000003108   145.199245200000007117
0002 0280   -69.158422340000001327  -140.542634310000011055   144.262249849999989237
0002 0281   -69.621222779999996533  -139.580154730000003838   143.283087410000007367
0002 0282   -70.078003989999999135  -138.573366730000003599   142.259399180000002616
0002 0283   -70.528344250000003512  -137.519790300000039451   141.188712900000012951
0002 0284   -70.971788169999996398  -136.416835959999986017   140.068446859999966136
0002 0285   -71.407844209999993268  -135.261812090000006492   138.895917220000001180
0002 0286   -71.835982169999994085  -134.051936340000025893   137.668349350000028153
0002 0287   -72.255630749999994578  -132.784351530000009234   136.382893860000024233
0002 0288   -72.666175219999999513  -131.456147549999997182   135.036648380000002589
0002 0289   -73.066955179999993675  -130.064390159999987873   133.626686419999970212
0002 0290   -73.457262719999988576  -128.606157950000010715   132.150094319999993786
0002 0291   -73.836340919999997823  -127.078588659999979882   130.604017560000016829
0002 0292   -74.203383049999999344  -125.478936049999987290   128.985717639999990070
0002 0293   -74.557532489999999825  -123.804638629999999466   127.292640829999996299
0002 0294   -74.897883830000012040  -122.053400570000036396   125.522499030000034281
0002 0295   -75.223485159999995631  -120.223285419999967871   123.673363520000009430
0002 0296   -75.533341980000002991  -118.312822380000056910   121.743771250000008877
0002 0297   -75.826423070000004145  -116.321123230000011972   119.732841729999989866
0002 0298   -76.101668489999980238  -114.248006900000007136   117.640401630000013711
0002 0299   -76.357999859999992509  -112.094129039999984343   115.467114330000001132
0002 0300   -76.594333379999994804  -109.861108279999996284   113.214606190000012020
0002 0301   -76.809595180000002301  -107.551643459999979768   110.885583789999998316
0002 0302   -77.002739230000003090  -105.169611470000006648   108.483931740000002719
0002 0303   -77.172767300000003843  -102.720135229999982585   106.014780700000002867
0002 0304   -77.318750320000006582  -100.209613349999983711   103.484537020000004759
0002 0305   -77.439850539999994794   -97.645699239999999008   100.900861820000002922
0002 0306   -77.535343240000003107   -95.037224809999941044    98.272594740000002389
0002 0307   -77.604637040000000070   -92.394065170000033049    95.609618640000007872
0002 0308   -77.647291330000015819   -89.726945710000052259    92.922666620000001103
